url,name,height_in,weight,position,transfer_stars,transfer_rating,hs_stars,hs_rating,eligibility,old_school,new_school
https://247sports.com/Player/Jaiden-Lars-Woodbey-84564/,Jaiden Lars-Woodbey,74.0,204,S,,,4.0,0.9814,Immediate,Florida State,
https://247sports.com/Player/Julian-Barnett-85396/,Julian Barnett,74.0,189,CB,,,4.0,0.9724,,Michigan State,
https://247sports.com/Player/Nigel-Knott-70347/,Nigel Knott,71.0,183,CB,,,4.0,0.9675,,East Carolina,
https://247sports.com/Player/Cyrus-Fagan-76976/,Cyrus Fagan,74.0,182,S,,,4.0,0.9548,Immediate,Florida State,NC State
https://247sports.com/Player/Kenyatta-Watson-II-89396/,Kenyatta Watson II,74.0,182,CB,,,4.0,0.9427,,Texas,Georgia Tech
https://247sports.com/Player/Christian-Williams-46048941/,Christian Williams,73.0,182,CB,,,4.0,0.9328,,Miami,
https://247sports.com/Player/Brandon-Burton-32272/,Brandon Burton,73.0,200,S,,,4.0,0.9250,Immediate,New Mexico,
https://247sports.com/Player/Taiyon-Palmer-75803/,Taiyon Palmer,72.0,178,CB,,,4.0,0.9035,,NC State,
https://247sports.com/Player/Isaiah-Robertson-57485/,Isaiah Robertson,75.0,190,S,,,4.0,0.8986,Immediate,Notre Dame,
https://247sports.com/Player/Russ-Yeast-46877/,Russ Yeast,70.5,178,S,,,4.0,0.8983,Immediate,Louisville,
https://247sports.com/Player/Tre-Shaw-77090/,Tre Shaw,72.0,190,CB,,,4.0,0.8919,,North Carolina,
https://247sports.com/Player/Trent-Gordon-78427/,Trent Gordon,71.0,180,CB,,,3.0,0.8858,,Penn State,
https://247sports.com/Player/Julius-Brents-89563/,Julius Brents,74.0,179,S,,,3.0,0.8842,,Iowa,
https://247sports.com/Player/Tre-Douglas-88174/,Tre Douglas,74.0,180,S,,,3.0,0.8835,,Vanderbilt,
https://247sports.com/Player/Javorrius-Selmon-46053820/,Javorrius Selmon,70.0,170,CB,,,3.0,0.8710,,Mississippi State,Jackson State
https://247sports.com/Player/Shilo-Sanders-85067/,Shilo Sanders,72.0,185,S,,,3.0,0.8706,,South Carolina,
https://247sports.com/Player/Dontye-Carriere-Williams-54826/,Dontye Carriere-Williams,71.0,185,CB,,,3.0,0.8701,Immediate,Vanderbilt,
https://247sports.com/Player/Cam-Jonas-91800/,Cam Jonas,73.0,187,S,,,3.0,0.8689,,Syracuse,
https://247sports.com/Player/Will-Jones-46051025/,Will Jones,69.0,170,CB,,,3.0,0.8668,,Kansas State,
https://247sports.com/Player/Jordan-Genmark-Heath-89312/,Jordan Genmark Heath,74.0,205,S,,,3.0,0.8649,Immediate,Notre Dame,UCLA
https://247sports.com/Player/Tank-Robinson-75941/,Tank Robinson,72.0,201,S,,,3.0,0.8643,,East Carolina,
https://247sports.com/Player/Geovonte-Howard-46083318/,Geovonte Howard,71.0,185,CB,,,3.0,0.8628,,Purdue,
https://247sports.com/Player/Stuart-Head-52377/,Stuart Head,76.0,190,S,,,3.0,0.8628,Immediate,Stanford,
https://247sports.com/Player/Quincy-Lenton-77384/,Quincy Lenton,71.0,205,S,,,3.0,0.8616,Immediate,Florida,
https://247sports.com/Player/Benjamin-Sapp-III-82071/,Benjamin Sapp III,73.0,205,S,,,3.0,0.8606,Immediate,Minnesota,Northern Iowa
https://247sports.com/Player/Clifford-Chattman-78303/,Clifford Chattman,77.0,190,CB,,,3.0,0.8590,Immediate,Texas A&amp;M,UTSA
