"","season","name","team","school","jersey","position","offensive_snaps","offensive_grade","defensive_snaps","defensive_grade","st_snaps","st_grade"
"9607",2020,"Landon Salyers","army-black-knights","ARMY","S01","K",NA,NA,NA,NA,78,63.1
"9608",2020,"Hayden Ray","central-arkansas-bears","CENT ARK","S53","K",NA,NA,NA,NA,16,60.4
"9609",2020,"James Stefanou","colorado-buffaloes","COLORADO","S48","K",NA,NA,NA,NA,13,60.4
"9610",2020,"Jack Driggers","duke-blue-devils","DUKE","S38","K",NA,NA,NA,NA,22,61.6
"9611",2020,"Jackson Hubbard","duke-blue-devils","DUKE","S37","P",NA,NA,NA,NA,52,62.2
"9612",2020,"Vladimir Rivas","florida-atlantic-owls","FAU","S44","K",NA,NA,NA,NA,24,60.7
"9613",2020,"Asa Fuller","fresno-state-bulldogs","FRESNO ST","S37","K",NA,NA,NA,NA,25,61.8
"9614",2020,"Dalton Witherspoon","houston-cougars","HOUSTON","S47","K",NA,NA,NA,NA,24,60.8
"9615",2020,"Nathanael Snyder","louisiana-ragin-cajuns","LA LAFAYET","S36","K",NA,NA,NA,NA,96,63.5
"9616",2020,"Liam Jones","kansas-jayhawks","KANSAS","S46","K",NA,NA,NA,NA,12,42.8
"9617",2020,"Aidan Alves","liberty-flames","LIBERTY","S46","P",NA,NA,NA,NA,91,54.9
"9618",2020,"Brady Farlow","louisiana-tech-bulldogs","LA TECH","S29","P",NA,NA,NA,NA,5,60
"9619",2020,"David Heaton","louisiana-monroe-warhawks","LA MONROE","S36","K",NA,NA,NA,NA,25,53
"9620",2020,"Riley Patterson","memphis-tigers","MEMPHIS","S36","K",NA,NA,NA,NA,102,63.2
"9621",2020,"Cole Hahn","michigan-state-spartans","MICH STATE","S98","K",NA,NA,NA,NA,3,60
"9622",2020,"Jace Christmann","mississippi-state-bulldogs","MISS STATE","S47","K",NA,NA,NA,NA,1,60
"9623",2020,"Tucker Day","mississippi-state-bulldogs","MISS STATE","S37","P",NA,NA,NA,NA,23,44
"9624",2020,"Dominic DiMaccio","ohio-state-buckeyes","OHIO STATE","S28","K",NA,NA,NA,NA,38,62.4
"9625",2020,"Sean Koetting","missouri-tigers","MISSOURI","S90","K",NA,NA,NA,NA,45,62.9
"9626",2020,"Andrew Shelley","new-mexico-lobos","NEW MEXICO","S94","K",NA,NA,NA,NA,2,60
"9627",2020,"Cooper Graham","north-carolina-tar-heels","N CAROLINA","S96","K",NA,NA,NA,NA,67,62.3
"9628",2020,"Noah Ruggles","north-carolina-tar-heels","N CAROLINA","S97","K",NA,NA,NA,NA,1,60
"9629",2020,"Zach Williams","north-texas-mean-green","N TEXAS","S49","K",NA,NA,NA,NA,37,62.2
"9630",2020,"Charlie Kuhbander","northwestern-wildcats","NWESTERN","S14","K",NA,NA,NA,NA,57,62.4
"9631",2020,"Blake Haubeil","ohio-state-buckeyes","OHIO STATE","S95","K",NA,NA,NA,NA,27,61.1
"9632",2020,"Jake McClure","oklahoma-state-cowboys","OKLA STATE","S39","K",NA,NA,NA,NA,93,63.1
"9633",2020,"Adam Stack","hawaii-warriors","HAWAII","S96","K",NA,NA,NA,NA,48,63.1
"9634",2020,"Zac Collins","purdue-boilermakers","PURDUE","S28","P",NA,NA,NA,NA,11,60.8
"9635",2020,"Justin Davidovicz","rutgers-scarlet-knights","RUTGERS","S95","K",NA,NA,NA,NA,27,61.9
"9636",2020,"Parker White","south-carolina-gamecocks","S CAROLINA","S43","K",NA,NA,NA,NA,56,61.4
"9637",2020,"Andre Szmyt","syracuse-orange","SYRACUSE","S91","K",NA,NA,NA,NA,38,43.6
"9638",2020,"Chris Naggar","smu-mustangs","SMU","S34","K",NA,NA,NA,NA,168,64.4
"9639",2020,"Jack Geiger","texas-longhorns","TEXAS","S40","",NA,NA,NA,NA,12,61
"9640",2020,"Evan Legassey","troy-trojans","TROY","S99","K",NA,NA,NA,NA,52,61.7
"9641",2020,"Merek Glover","tulane-green-wave","TULANE","S62","K",NA,NA,NA,NA,136,63.6
"9642",2020,"Connor Coles","utah-state-aggies","UTAH ST","S59","K",NA,NA,NA,NA,12,60.2
"9643",2020,"Jared Sackett","usf-bulls","USF","S28","K",NA,NA,NA,NA,21,60.7
"9644",2020,"Jordan Stout","penn-state-nittany-lions","PENN STATE","S98","K",NA,NA,NA,NA,90,29.4
"9645",2020,"Collin Larsh","wisconsin-badgers","WISCONSIN","S19","K",NA,NA,NA,NA,17,60.5
"9646",2020,"Cameron Lyons","akron-zips","AKRON","S54","LS",NA,NA,NA,NA,40,83.5
"9647",2020,"Kyrei Fisher","oregon-state-beavers","OREGON ST","D10","LB",NA,NA,NA,NA,12,47.2
"9648",2020,"Joe Stephenson","army-black-knights","ARMY","D31","LB",NA,NA,NA,NA,4,59.5
"9649",2020,"Paul Theobald Jr.","boston-college-eagles","BOSTON COL","D36","LB",NA,NA,NA,NA,92,63.3
"9650",2020,"Elijah Gooden","houston-cougars","HOUSTON","D26","LB",NA,NA,NA,NA,5,62.2
"9651",2020,"Ryan Newton","miami-oh-redhawks","MIAMI OH","D48","ED",NA,NA,NA,NA,15,72.6
"9652",2020,"Adam Fakih","michigan-wolverines","MICHIGAN","D54","LB",NA,NA,NA,NA,85,63.2
"9653",2020,"Joe Britton","missouri-tigers","MISSOURI","D36","LB",NA,NA,NA,NA,47,69.9
"9654",2020,"Aubrey Miller Jr.","missouri-tigers","MISSOURI","D22","LB",NA,NA,NA,NA,11,60.6
"9655",2020,"Jacob Gregory","navy-midshipmen","NAVY","D58","ED",NA,NA,NA,NA,10,60.3
"9656",2020,"Chris Thornton","north-texas-mean-green","N TEXAS","D25","LB",NA,NA,NA,NA,62,74.8
"9657",2020,"Rayshawn Gay","northern-illinois-huskies","N ILLINOIS","D57","LB",NA,NA,NA,NA,14,62.4
"9658",2020,"Erik Mueller","northwestern-wildcats","NWESTERN","D35","LB",NA,NA,NA,NA,61,54.5
"9659",2020,"Josh Schenck","oklahoma-sooners","OKLAHOMA","D36","LB",NA,NA,NA,NA,5,60.8
"9660",2020,"Levi Draper","arkansas-razorbacks","ARKANSAS","D30","LB",NA,NA,NA,NA,12,62
"9661",2020,"Russell Hine","texas-longhorns","TEXAS","D35","LB",NA,NA,NA,NA,7,61.6
"9662",2020,"Thomas Fletcher","alabama-crimson-tide","ALABAMA","S45","LS",NA,NA,NA,NA,84,68.9
"9663",2020,"Paul Lawless","army-black-knights","ARMY","S39","LS",NA,NA,NA,NA,5,62.5
"9664",2020,"Daniel Cantrell","boise-state-broncos","BOISE ST","S42","LS",NA,NA,NA,NA,57,59.7
"9665",2020,"James Carolan","bowling-green-falcons","BOWL GREEN","S48","LS",NA,NA,NA,NA,37,53.5
"9666",2020,"Will Siler","central-arkansas-bears","CENT ARK","S59","LS",NA,NA,NA,NA,20,61.3
"9667",2020,"Chris Howard","florida-gators","FLORIDA","S71","K",NA,NA,NA,NA,17,60.8
"9668",2020,"Austin Mock","liberty-flames","LIBERTY","S41","LS",NA,NA,NA,NA,93,66.8
"9669",2020,"Reeves Blankenship","louisiana-tech-bulldogs","LA TECH","S41","LS",NA,NA,NA,NA,90,61.9
"9670",2020,"Connor Choate","texas-am-aggies","TEXAS A&M","S40","LS",NA,NA,NA,NA,68,67.8
"9671",2020,"Matt Baldeck","western-kentucky-hilltoppers","W KENTUCKY","S54","LS",NA,NA,NA,NA,83,54.2
"9672",2020,"Trevor Collins","north-carolina-tar-heels","N CAROLINA","S60","LS",NA,NA,NA,NA,67,69.1
"9673",2020,"Peter Snodgrass","northwestern-wildcats","NWESTERN","S48","LS",NA,NA,NA,NA,2,61.9
"9674",2020,"Kasey Kelleher","oklahoma-sooners","OKLAHOMA","S51","LS",NA,NA,NA,NA,101,68.9
"9675",2020,"Matt Hembrough","oklahoma-state-cowboys","OKLA STATE","S53","LS",NA,NA,NA,NA,102,80.5
"9676",2020,"Chris Stoll","penn-state-nittany-lions","PENN STATE","S91","LS",NA,NA,NA,NA,56,74.8
"9677",2020,"Billy Taylor","rutgers-scarlet-knights","RUTGERS","S47","LS",NA,NA,NA,NA,63,63.5
"9678",2020,"Wil Houston","tcu-horned-frogs","TCU","S61","LS",NA,NA,NA,NA,25,65.2
"9679",2020,"Jacob Fuqua","uab-blazers","UAB","S39","LS",NA,NA,NA,NA,71,83.5
"9680",2020,"Damon Johnson","usc-trojans","USC","S59","LS",NA,NA,NA,NA,38,47
"9681",2020,"Adam Bay","wisconsin-badgers","WISCONSIN","S51","LS",NA,NA,NA,NA,35,64.3
"9682",2020,"T.J. Moore","florida-gators","FLORIDA","75","C",NA,NA,NA,NA,23,64
"9683",2020,"Colson Altman","tcu-horned-frogs","TCU","65","C",NA,NA,NA,NA,12,62.8
"9684",2020,"Radson Jang","new-mexico-lobos","NEW MEXICO","55","T",NA,NA,NA,NA,5,40.2
"9685",2020,"Cole Webster","northern-illinois-huskies","N ILLINOIS","77","T",NA,NA,NA,NA,5,60.3
"9686",2020,"Grayson Reed","texas-am-aggies","TEXAS A&M","71","G",NA,NA,NA,NA,1,60
"9687",2020,"Casey Verhulst","texas-tech-red-raiders","TEXAS TECH","68","G",NA,NA,NA,NA,20,62.8
"9688",2020,"Chandler Dolphin","utah-state-aggies","UTAH ST","74","C",NA,NA,NA,NA,8,61.5
"9689",2020,"Jaime Perales","utep-miners","UTEP","78","G",NA,NA,NA,NA,6,61.7
"9690",2020,"Blake Smithback","wisconsin-badgers","WISCONSIN","77","G",NA,NA,NA,NA,2,60.4
"9691",2020,"Charlie Scott","alabama-crimson-tide","ALABAMA","S85","P",NA,NA,NA,NA,15,61.2
"9692",2020,"Preston Knight","jacksonville-state-gamecocks","JVILLE ST","S87","P",NA,NA,NA,NA,19,61.4
"9693",2020,"Clayton Howell","appalachian-state-mountaineers","APP STATE","S30","P",NA,NA,NA,NA,49,62
"9694",2020,"Xavier Subotsch","appalachian-state-mountaineers","APP STATE","S39","P",NA,NA,NA,NA,36,62.2
"9695",2020,"Aidan Marshall","auburn-tigers","AUBURN","S41","P",NA,NA,NA,NA,16,61.3
"9696",2020,"Tommy Martin","florida-state-seminoles","FLORIDA ST","S30","P",NA,NA,NA,NA,32,65.1
"9697",2020,"Bryce Baringer","michigan-state-spartans","MICH STATE","S99","P",NA,NA,NA,NA,54,62.6
"9698",2020,"Haydon Whitehead","indiana-hoosiers","INDIANA","S94","P",NA,NA,NA,NA,69,62.8
"9699",2020,"Zach Feagles","rutgers-scarlet-knights","RUTGERS","S16","P",NA,NA,NA,NA,7,60.6
"9700",2020,"Brad Robbins","michigan-wolverines","MICHIGAN","S91","P",NA,NA,NA,NA,24,61.9
"9701",2020,"Trenton Gill","north-carolina-state-wolfpack","NC STATE","S99","P",NA,NA,NA,NA,169,64.3
"9702",2020,"Cody Gronewold","northwestern-wildcats","NWESTERN","S37","P",NA,NA,NA,NA,2,60
"9703",2020,"Reeves Mundschau","oklahoma-sooners","OKLAHOMA","S46","P",NA,NA,NA,NA,31,62.3
"9704",2020,"Daniel Gutierrez","unlv-rebels","UNLV","S32","P",NA,NA,NA,NA,16,60.4
"9705",2020,"Garret McGuire","baylor-bears","BAYLOR","17","QB",NA,NA,NA,NA,15,66
"9706",2020,"Micale Cunningham","louisville-cardinals","LOUISVILLE","03","QB",NA,NA,NA,NA,1,NA
"9707",2020,"Nick Caudle","kansas-jayhawks","KANSAS","D35","S",NA,NA,NA,NA,2,60.2
"9708",2020,"Jack Mandryk","michigan-state-spartans","MICH STATE","D43","S",NA,NA,NA,NA,102,51.8
"9709",2020,"Kevin Dever","ohio-state-buckeyes","OHIO STATE","D30","S",NA,NA,NA,NA,1,60
"9710",2020,"Drew Hartlaub","penn-state-nittany-lions","PENN STATE","D37","S",NA,NA,NA,NA,100,67.7
"9711",2020,"Tyler Mais","wisconsin-badgers","WISCONSIN","D30","S",NA,NA,NA,NA,71,76.5
"9712",2020,"Austin Dotson","kentucky-wildcats","KENTUCKY","65","G",NA,NA,NA,NA,32,64.5
"9713",2020,"Aaron Wright","duke-blue-devils","DUKE","46","TE",NA,NA,NA,NA,1,60
"9714",2020,"Nick Haynes","mississippi-rebels","OLE MISS","D90","DI",NA,NA,NA,NA,3,60.2
"9715",2020,"Chris Herring","florida-atlantic-owls","FAU","D16","CB",NA,NA,NA,NA,6,59.2
"9716",2020,"Trevor Russell","louisiana-ragin-cajuns","LA LAFAYET","27","WR",NA,NA,NA,NA,17,68.1
"9717",2020,"Ethan Merriweather","ball-state-cardinals","BALL ST","D26","CB",NA,NA,NA,NA,1,60
"9718",2020,"Anthony Lyle","colorado-buffaloes","COLORADO","D41","S",NA,NA,NA,NA,42,60.4
"9719",2020,"Henry Marchese","iowa-hawkeyes","IOWA","E13","CB",NA,NA,NA,NA,63,55.9
"9720",2020,"Josh Johnson","louisville-cardinals","LOUISVILLE","11","WR",NA,NA,NA,NA,7,63.7
"9721",2020,"Andre Welch","michigan-state-spartans","MICH STATE","23","HB",NA,NA,NA,NA,6,61.4
"9722",2020,"Isaiah Allred","missouri-state-bears","MO STATE","80","WR",NA,NA,NA,NA,7,60.9
"9723",2020,"Sharod Johnson","syracuse-orange","SYRACUSE","D08","WR",NA,NA,NA,NA,42,64.2
"9724",2020,"Xavier Martin","texas-tech-red-raiders","TEXAS TECH","D03","S",NA,NA,NA,NA,18,65.3
"9725",2020,"Jeremy Clark","unlv-rebels","UNLV","18","WR",NA,NA,NA,NA,31,64.6
"9726",2020,"Keithian Starling Jr.","vanderbilt-commodores","VANDERBILT","17","WR",NA,NA,NA,NA,12,61.4
"9727",2020,"DJ Exilhomme","south-alabama-jaguars","S ALABAMA","D16","CB",NA,NA,NA,NA,52,45.4
"9728",2020,"Alex Maxwell","purdue-boilermakers","PURDUE","85","WR",NA,NA,NA,NA,5,59.9
"9729",2020,"Brian Delaney","virginia-cavaliers","VIRGINIA","S26","K",NA,NA,NA,NA,63,62.3
"9730",2020,"A.J. Mejia","virginia-cavaliers","VIRGINIA","S96","K",NA,NA,NA,NA,2,60
"9731",2020,"Parker Grothaus","florida-state-seminoles","FLORIDA ST","S37","K",NA,NA,NA,NA,49,62.6
"9732",2020,"Devin Smith","georgia-tech-yellow-jackets","GA TECH","D12","CB",NA,NA,NA,NA,2,60
"9733",2020,"Brent Cimaglia","tennessee-volunteers","TENNESSEE","S42","K",NA,NA,NA,NA,32,61.1
"9734",2020,"Joe Doyle","tennessee-volunteers","TENNESSEE","S47","P",NA,NA,NA,NA,29,61.6
"9735",2020,"Juwan Tyus","chattanooga-mocs","CHATTNOOGA","88","TE",NA,NA,NA,NA,2,60
"9736",2020,"Kendall Catalon","arkansas-razorbacks","ARKANSAS","06","WR",NA,NA,NA,NA,1,60
"9737",2020,"Thomas Bowling","eastern-kentucky-colonels","E KENTUCKY","S46","LS",NA,NA,NA,NA,29,52.1
"9738",2020,"Danijah Gammage","mercer-bears","MERCER","D24","LB",NA,NA,NA,NA,13,59.5
"9739",2020,"Kyan Brumfield","texas-tech-red-raiders","TEXAS TECH","D33","CB",NA,NA,NA,NA,37,64.6
"9740",2020,"Max Slott","mercer-bears","MERCER","D50","LB",NA,NA,NA,NA,4,60.3
"9741",2020,"Lane Botkin","houston-baptist-huskies","HOU BAPT","21","WR",NA,NA,NA,NA,35,53.5
"9742",2020,"Noel Ruiz","georgia-state-panthers","GA STATE","S92","K",NA,NA,NA,NA,90,63
"9743",2020,"Grayson Atkins","north-carolina-tar-heels","N CAROLINA","S17","K",NA,NA,NA,NA,66,61.5
"9744",2020,"Grant Goupil","mercer-bears","MERCER","S97","K",NA,NA,NA,NA,4,60
"9745",2020,"Caleb Cantrell","utsa-roadrunners","UTSA","S53","LS",NA,NA,NA,NA,89,58.9
"9746",2020,"Mason Lawler","bowling-green-falcons","BOWL GREEN","S93","P",NA,NA,NA,NA,13,60.3
"9747",2020,"Jay Sedwick","baylor-bears","BAYLOR","S89","K",NA,NA,NA,NA,16,61.2
"9748",2020,"Clayton Six","louisville-cardinals","LOUISVILLE","62","C",NA,NA,NA,NA,54,65.2
"9749",2020,"Austin Avery","north-dakota-state-bison","N DAK ST","46","TE",NA,NA,NA,NA,13,59.9
"9750",2020,"Peter Isais","north-dakota-state-bison","N DAK ST","86","WR",NA,NA,NA,NA,2,60.3
"9751",2020,"Mister Williams","colorado-buffaloes","COLORADO","D35","LB",NA,NA,NA,NA,90,70.3
"9752",2020,"Sebastian Macaluso","utah-utes","UTAH","29","WR",NA,NA,NA,NA,1,60
"9753",2020,"Jayden Williams","usc-trojans","USC","D14","CB",NA,NA,NA,NA,41,67.3
"9754",2020,"DeCarlos Brooks","california-golden-bears","CAL","25","HB",NA,NA,NA,NA,22,40
"9755",2020,"Luke Felix-Fualalo","utah-utes","UTAH","72","C",NA,NA,NA,NA,6,61.7
"9756",2020,"Blake Beecher","colorado-state-rams","COLO STATE","D37","LB",NA,NA,NA,NA,22,63.7
"9757",2020,"Colby Bowman","stanford-cardinal","STANFORD","02","WR",NA,NA,NA,NA,28,68
"9758",2020,"Simon Samarzich","washington-state-cougars","WASH STATE","S34","LS",NA,NA,NA,NA,14,65.9
"9759",2020,"Alonso Person","kansas-jayhawks","KANSAS","D23","ED",NA,NA,NA,NA,4,61.5
"9760",2020,"Jordan Banks","arizona-state-sun-devils","ARIZONA ST","D23","LB",NA,NA,NA,NA,9,62
"9761",2020,"Mikell Harvey","colorado-state-rams","COLO STATE","D23","CB",NA,NA,NA,NA,1,60
"9762",2020,"Ryan Braithwaite","charlotte-49ers","CHARLOTTE","D43","CB",NA,NA,NA,NA,7,61.1
"9763",2020,"Jason White","rice-owls","RICE","D22","CB",NA,NA,NA,NA,2,60.4
"9764",2020,"Alaka'i Mashima","hawaii-warriors","HAWAII","D37","CB",NA,NA,NA,NA,2,60
"9765",2020,"Kalamaku Kuewa","hawaii-warriors","HAWAII","D39","S",NA,NA,NA,NA,11,67.6
"9766",2020,"Matthew Sams","rice-owls","RICE","D31","S",NA,NA,NA,NA,62,70.1
"9767",2020,"Gabriel Flynn","utep-miners","UTEP","D16","ED",NA,NA,NA,NA,148,69.3
"9768",2020,"Kebreyun Page","rice-owls","RICE","D08","LB",NA,NA,NA,NA,16,56.9
"9769",2020,"Ross Reiter","colorado-state-rams","COLO STATE","S86","LS",NA,NA,NA,NA,47,49.4
"9770",2020,"Will Connery","massachusetts-minutemen","UMASS","86","WR",NA,NA,NA,NA,23,60.5
"9771",2020,"Gabe Lemons","oklahoma-state-cowboys","OKLA STATE","D23","CB",NA,NA,NA,NA,61,61.4
"9772",2020,"Tyler Potts","ball-state-cardinals","BALL ST","D15","CB",NA,NA,NA,NA,4,60.8
"9773",2020,"Isaiah Bolden","florida-state-seminoles","FLORIDA ST","29","WR",NA,NA,NA,NA,4,61.4
"9774",2020,"Palmer Bachelder","ucf-knights","UCF","D39","CB",NA,NA,NA,NA,17,49.9
"9775",2020,"Ezechiel Tieide","boston-college-eagles","BOSTON COL","17","WR",NA,NA,NA,NA,69,48.8
"9776",2020,"Tyler Days","boston-college-eagles","BOSTON COL","D06","S",NA,NA,NA,NA,3,60.6
"9777",2020,"Alex Bannister","toledo-rockets","TOLEDO","D39","CB",NA,NA,NA,NA,1,60
"9778",2020,"Timarcus Simpson","eastern-michigan-eagles","E MICHIGAN","D20","CB",NA,NA,NA,NA,69,54.1
"9779",2020,"Rich Hall","colorado-buffaloes","COLORADO","D28","S",NA,NA,NA,NA,4,61.5
"9780",2020,"Spencer Roe","kansas-jayhawks","KANSAS","33","FB",NA,NA,NA,NA,84,61.9
"9781",2020,"Nick Sciba","wake-forest-demon-deacons","WAKE","S04","K",NA,NA,NA,NA,46,61.3
"9782",2020,"Cameron Lischke","wake-forest-demon-deacons","WAKE","S98","K",NA,NA,NA,NA,1,60
"9783",2020,"Matthew Cone","duke-blue-devils","DUKE","S36","K",NA,NA,NA,NA,1,60
"9784",2020,"Christopher Dunn","north-carolina-state-wolfpack","NC STATE","S32","K",NA,NA,NA,NA,57,61.4
"9785",2020,"Bubba Baxa","houston-cougars","HOUSTON","S41","K",NA,NA,NA,NA,35,62.4
"9786",2020,"Camden Price","miami-fl-hurricanes","MIAMI FL","S45","K",NA,NA,NA,NA,1,60
"9787",2020,"B.T. Potter","clemson-tigers","CLEMSON","S29","K",NA,NA,NA,NA,148,63.9
"9788",2020,"Ben Fee","navy-midshipmen","NAVY","S39","P",NA,NA,NA,NA,44,63
"9789",2020,"Will Mobley","temple-owls","TEMPLE","S91","K",NA,NA,NA,NA,31,61.6
"9790",2020,"Cole Smith","cincinnati-bearcats","CINCINNATI","S17","K",NA,NA,NA,NA,108,52
"9791",2020,"Casey Glover","tulane-green-wave","TULANE","S96","K",NA,NA,NA,NA,9,26.8
"9792",2020,"Gavin Peddie","western-michigan-broncos","W MICHIGAN","S47","K",NA,NA,NA,NA,12,60.1
"9793",2020,"Stephen Johnson","oklahoma-sooners","OKLAHOMA","S39","K",NA,NA,NA,NA,24,61.3
"9794",2020,"Danny Longman","boston-college-eagles","BOSTON COL","S37","K",NA,NA,NA,NA,65,63.6
"9795",2020,"Casey Legg","west-virginia-mountaineers","W VIRGINIA","S48","K",NA,NA,NA,NA,43,62.1
"9796",2020,"Brayden Narveson","western-kentucky-hilltoppers","W KENTUCKY","S44","K",NA,NA,NA,NA,39,61.1
"9797",2020,"Trey Wolff","texas-tech-red-raiders","TEXAS TECH","S36","K",NA,NA,NA,NA,62,62.5
"9798",2020,"D.J. Wellons","toledo-rockets","TOLEDO","S24","K",NA,NA,NA,NA,2,60
"9799",2020,"Alex Hale","oklahoma-state-cowboys","OKLA STATE","S19","K",NA,NA,NA,NA,41,61.4
"9800",2020,"John Richardson","northern-illinois-huskies","N ILLINOIS","S39","K",NA,NA,NA,NA,44,61.8
"9801",2020,"Alex McNulty","buffalo-bulls","BUFFALO","S16","K",NA,NA,NA,NA,63,62.6
"9802",2020,"Kevin Neitzke","tulsa-golden-hurricane","TULSA","S98","K",NA,NA,NA,NA,2,60
"9803",2020,"Cameron Shook","iowa-state-cyclones","IOWA STATE","S94","P",NA,NA,NA,NA,10,60.9
"9804",2020,"John Tessitore","boston-college-eagles","BOSTON COL","S98","P",NA,NA,NA,NA,59,62.1
"9805",2020,"Gabe Brkic","oklahoma-sooners","OKLAHOMA","S47","P",NA,NA,NA,NA,116,63.4
"9806",2020,"Jackson Henry","pittsburgh-panthers","PITTSBURGH","D48","LB",NA,NA,NA,NA,6,59.5
"9807",2020,"Hugh Davis","boston-college-eagles","BOSTON COL","D51","LB",NA,NA,NA,NA,108,60.7
"9808",2020,"Cole Carteaux","duke-blue-devils","DUKE","D52","LB",NA,NA,NA,NA,1,60
"9809",2020,"Boaz Pogue","temple-owls","TEMPLE","D15","LB",NA,NA,NA,NA,70,61.6
"9810",2020,"Nate Lawler","cincinnati-bearcats","CINCINNATI","47","TE",NA,NA,NA,NA,28,60.2
"9811",2020,"Jacob Daulong","houston-cougars","HOUSTON","D59","LB",NA,NA,NA,NA,10,63.1
"9812",2020,"Carson Kropp","oklahoma-state-cowboys","OKLA STATE","D47","LB",NA,NA,NA,NA,7,62.2
"9813",2020,"Luke Brockermeyer","texas-longhorns","TEXAS","D47","LB",NA,NA,NA,NA,28,66
"9814",2020,"Ben Wilson","tcu-horned-frogs","TCU","D14","LB",NA,NA,NA,NA,160,50.7
"9815",2020,"Elias Garcia","tcu-horned-frogs","TCU","D35","LB",NA,NA,NA,NA,19,54.9
"9816",2020,"Kendell Jackson","iowa-state-cyclones","IOWA STATE","D47","LB",NA,NA,NA,NA,6,57.6
"9817",2020,"Patrick Curley","texas-tech-red-raiders","TEXAS TECH","D35","LB",NA,NA,NA,NA,63,63.6
"9818",2020,"Matthew Stuckey","western-michigan-broncos","W MICHIGAN","D43","LB",NA,NA,NA,NA,13,48.3
"9819",2020,"Reggie Jennings","northern-illinois-huskies","N ILLINOIS","D34","ED",NA,NA,NA,NA,27,79.8
"9820",2020,"Carlton Cleophat","central-michigan-chippewas","C MICHIGAN","D43","LB",NA,NA,NA,NA,35,47.3
"9821",2020,"Zach DiLauro","akron-zips","AKRON","D52","LB",NA,NA,NA,NA,41,60.7
"9822",2020,"Garrett Murray","florida-state-seminoles","FLORIDA ST","S42","LS",NA,NA,NA,NA,36,69
"9823",2020,"Grant Glennon","florida-state-seminoles","FLORIDA ST","S41","LS",NA,NA,NA,NA,32,66.3
"9824",2020,"Blake Bammann","cincinnati-bearcats","CINCINNATI","S48","LS",NA,NA,NA,NA,2,60.9
"9825",2020,"Treysen Neal","memphis-tigers","MEMPHIS","S49","LS",NA,NA,NA,NA,38,58.9
"9826",2020,"Aaron Bolinsky","syracuse-orange","SYRACUSE","S50","LS",NA,NA,NA,NA,113,65.2
"9827",2020,"Bryce Bouwens","western-michigan-broncos","W MICHIGAN","S96","LS",NA,NA,NA,NA,55,74.6
"9828",2020,"Zach Edwards","texas-longhorns","TEXAS","S43","LS",NA,NA,NA,NA,6,60.6
"9829",2020,"Franklin Lama","central-michigan-chippewas","C MICHIGAN","S96","LS",NA,NA,NA,NA,34,68.9
"9830",2020,"Antonio Ortiz","tcu-horned-frogs","TCU","S49","LS",NA,NA,NA,NA,80,75.4
"9831",2020,"Connor Guess","iowa-state-cyclones","IOWA STATE","S59","LS",NA,NA,NA,NA,59,68.6
"9832",2020,"CJ Nossaman","toledo-rockets","TOLEDO","S47","LS",NA,NA,NA,NA,11,64.9
"9833",2020,"Justin Holloway","ohio-bobcats","OHIO","S31","LS",NA,NA,NA,NA,35,69.7
"9834",2020,"Kyle Bauman","akron-zips","AKRON","S65","LS",NA,NA,NA,NA,3,52.3
"9835",2020,"Jalen Goss","florida-state-seminoles","FLORIDA ST","61","G",NA,NA,NA,NA,32,63.9
"9836",2020,"Matt Seres","iowa-state-cyclones","IOWA STATE","D92","ED",NA,NA,NA,NA,49,76
"9837",2020,"Matt Frost","texas-longhorns","TEXAS","79","T",NA,NA,NA,NA,1,60
"9838",2020,"Michael Salisbury","navy-midshipmen","NAVY","D38","LB",NA,NA,NA,NA,56,69.8
"9839",2020,"Andrew Osteen","ucf-knights","UCF","S36","P",NA,NA,NA,NA,40,62.6
"9840",2020,"Ryan Wright","tulane-green-wave","TULANE","S97","P",NA,NA,NA,NA,110,63.2
"9841",2020,"Issac Power","baylor-bears","BAYLOR","S43","P",NA,NA,NA,NA,47,62.9
"9842",2020,"Ryan Bujcevski","texas-longhorns","TEXAS","S08","P",NA,NA,NA,NA,93,49
"9843",2020,"Corey Dunn","iowa-state-cyclones","IOWA STATE","S13","P",NA,NA,NA,NA,8,60
"9844",2020,"Reed Bowman","mississippi-state-bulldogs","MISS STATE","S97","P",NA,NA,NA,NA,52,62.4
"9845",2020,"Nick Mihalic","western-michigan-broncos","W MICHIGAN","S39","P",NA,NA,NA,NA,92,56.8
"9846",2020,"Donovan Gagen","kansas-jayhawks","KANSAS","S92","K",NA,NA,NA,NA,19,61.2
"9847",2020,"Blake Clark","iowa-state-cyclones","IOWA STATE","O10","QB",NA,NA,NA,NA,59,62.2
"9848",2020,"Peter Stehr","boston-college-eagles","BOSTON COL","38","HB",NA,NA,NA,NA,120,55.4
"9849",2020,"Sylvester Mayers","clemson-tigers","CLEMSON","32","HB",NA,NA,NA,NA,4,61.5
"9850",2020,"Ryan Malbrough","kansas-jayhawks","KANSAS","D39","S",NA,NA,NA,NA,97,57.3
"9851",2020,"Ja'Vahri Portis","ohio-bobcats","OHIO","22","HB",NA,NA,NA,NA,35,64.7
"9852",2020,"Michael Becker","clemson-tigers","CLEMSON","D29","S",NA,NA,NA,NA,6,48.3
"9853",2020,"Peter Cote","clemson-tigers","CLEMSON","E47","S",NA,NA,NA,NA,3,60.7
"9854",2020,"Atanza Vongor","tcu-horned-frogs","TCU","D09","S",NA,NA,NA,NA,50,55.3
